name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,brand,model,model_variants,km_driven_bin,engine_bin,mileage_bin
Hyundai Creta 1.6 CRDi SX,2016,1140000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,850000,76139,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,70000 km - 80000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VDi,2012,370000,175000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,Maruti,Swift,Dzire VDi,170000 km - 180000 km,1200 cc - 1300 cc,15 kmpl - 20 kmpl
Renault KWID 1.0,2018,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,Renault,KWID,1.0,20000 km - 30000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Celerio VXI,2015,360000,40000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5.0,Maruti,Celerio,VXI,30000 km - 40000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Alto LXi,2008,105000,65000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,Maruti,Alto,LXi,60000 km - 70000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Maruti Ertiga VDI,2013,625000,90000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,80000 km - 90000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai Santro Xing GLS,2009,135000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5.0,Hyundai,Santro,Xing GLS,70000 km - 80000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Maruti Ertiga VDI,2015,700000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,5.0,Honda,Amaze,S i-VTEC,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188.0,5.0,Audi,Q5,35TDI Premium Plus,30000 km - 40000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5.0,Lexus,ES,300h,10000 km - 20000 km,2400 cc - 2500 cc,20 kmpl - 25 kmpl
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,5.0,Jaguar,XF,2.0 Diesel Portfolio,40000 km - 50000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604,280.0,5.0,Jeep,Wrangler,2016-2019 3.6 4X4,10000 km - 20000 km,nan,5 kmpl - 10 kmpl
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,7.0,Land,Rover,Discovery Sport TD4 SE,20000 km - 30000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5.0,Mercedes-Benz,S-Class,S 350 CDI,30000 km - 40000 km,nan,10 kmpl - 15 kmpl
BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5.0,BMW,5,Series 520d Sport Line,20000 km - 30000 km,1900 cc - 2000 cc,20 kmpl - 25 kmpl
BMW X4 M Sport X xDrive20d,2019,5800000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5.0,BMW,X4,M Sport X xDrive20d,0 km - 10000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Dealer,Automatic,First Owner,14.67,1798,177.46,5.0,Skoda,Superb,LK 1.8 TSI AT,40000 km - 50000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
Mercedes-Benz E-Class E250 Edition E,2016,2700000,35000,Diesel,Dealer,Automatic,First Owner,15.0,2143,204.0,5.0,Mercedes-Benz,E-Class,E250 Edition E,30000 km - 40000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
MG Hector Sharp AT BSIV,2019,1750000,19000,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5.0,MG,Hector,Sharp AT BSIV,10000 km - 20000 km,1400 cc - 1500 cc,10 kmpl - 15 kmpl
Honda City i-VTEC CVT VX,2017,795000,41000,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5.0,Honda,City,i-VTEC CVT VX,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,Petrol,Dealer,Automatic,First Owner,14.28,1798,138.03,5.0,Toyota,Corolla,Altis 1.8 G CVT,30000 km - 40000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,5.0,Volvo,XC40,D4 R-Design,20000 km - 30000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Audi Q7 35 TDI Quattro Premium,2015,2650000,53000,Diesel,Dealer,Automatic,First Owner,12.07,2967,241.4,7.0,Audi,Q7,35 TDI Quattro Premium,50000 km - 60000 km,nan,10 kmpl - 15 kmpl
Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,26.21,1248,88.5,5.0,Maruti,Ciaz,ZDi,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Mercedes-Benz S-Class S 350 CDI,2017,5850000,47000,Diesel,Dealer,Automatic,First Owner,13.5,2987,282.0,5.0,Mercedes-Benz,S-Class,S 350 CDI,40000 km - 50000 km,nan,10 kmpl - 15 kmpl
BMW 5 Series 523i,2010,975000,72200,Petrol,Dealer,Automatic,Second Owner,10.8,2497,150.0,5.0,BMW,5,Series 523i,70000 km - 80000 km,2400 cc - 2500 cc,10 kmpl - 15 kmpl
Hyundai Elantra S,2016,805000,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,5.0,Hyundai,Elantra,S,40000 km - 50000 km,1700 cc - 1800 cc,15 kmpl - 20 kmpl
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5.0,Jaguar,XE,2016-2019 2.0L Diesel Prestige,0 km - 10000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,11000,Petrol,Dealer,Manual,First Owner,17.0,1198,108.5,5.0,Tata,Nexon,1.2 Revotron XZ Plus Dual Tone,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Volkswagen Vento Petrol Highline,2011,375000,49000,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,5.0,Volkswagen,Vento,Petrol Highline,40000 km - 50000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Hyundai Elantra SX,2012,550000,95000,Petrol,Individual,Manual,First Owner,16.3,1797,147.5,5.0,Hyundai,Elantra,SX,90000 km - 100000 km,1700 cc - 1800 cc,15 kmpl - 20 kmpl
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5.0,Skoda,Rapid,1.6 MPI AT Elegance,10000 km - 20000 km,1500 cc - 1600 cc,10 kmpl - 15 kmpl
Mercedes-Benz CLA 200 CGI Sport,2018,2550000,18000,Petrol,Dealer,Automatic,First Owner,15.04,1991,183.0,5.0,Mercedes-Benz,CLA,200 CGI Sport,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Maruti Ertiga ZXI,2014,599000,46100,Petrol,Dealer,Manual,First Owner,16.02,1373,93.7,7.0,Maruti,Ertiga,ZXI,40000 km - 50000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991,181.04,5.0,Mercedes-Benz,New,C-Class C 200 AVANTGARDE,10000 km - 20000 km,1900 cc - 2000 cc,10 kmpl - 15 kmpl
Honda City V AT,2017,875000,18000,Petrol,Dealer,Automatic,First Owner,15.6,1497,116.3,5.0,Honda,City,V AT,10000 km - 20000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Toyota Glanza V CVT,2019,894999,9654,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5.0,Toyota,Glanza,V CVT,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Alto K10 VXI,2011,175000,11000,Petrol,Dealer,Manual,First Owner,23.95,998,67.05,5.0,Maruti,Alto,K10 VXI,10000 km - 20000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Swift VXI,2012,340000,24300,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5.0,Maruti,Swift,VXI,20000 km - 30000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7.0,Toyota,Innova,Crysta 2.8 ZX AT BSIV,40000 km - 50000 km,2700 cc - 2800 cc,10 kmpl - 15 kmpl
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5,5.0,Tata,Nexon,1.5 Revotorq XZA Plus DualTone,0 km - 10000 km,1400 cc - 1500 cc,20 kmpl - 25 kmpl
BMW 3 Series 320d Luxury Line,2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5.0,BMW,3,Series 320d Luxury Line,20000 km - 30000 km,1900 cc - 2000 cc,20 kmpl - 25 kmpl
Toyota Camry 2.5 Hybrid,2016,1900000,41000,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5.0,Toyota,Camry,2.5 Hybrid,40000 km - 50000 km,2400 cc - 2500 cc,15 kmpl - 20 kmpl
BMW 5 Series 520d Luxury Line,2016,2900000,12000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5.0,BMW,5,Series 520d Luxury Line,10000 km - 20000 km,1900 cc - 2000 cc,15 kmpl - 20 kmpl
Toyota Camry W4 (AT),2009,450000,71000,Petrol,Dealer,Automatic,First Owner,12.1,2362,164.7,5.0,Toyota,Camry,W4 (AT),70000 km - 80000 km,2300 cc - 2400 cc,10 kmpl - 15 kmpl
Maruti Ertiga BSIV ZXI Plus,2016,850000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7.0,Maruti,Ertiga,BSIV ZXI Plus,10000 km - 20000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Volvo XC90 T8 Excellence BSIV,2017,10000000,30000,Petrol,Individual,Automatic,First Owner,42.0,1969,400.0,4.0,Volvo,XC90,T8 Excellence BSIV,20000 km - 30000 km,1900 cc - 2000 cc,nan
Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,Volkswagen,Vento,Diesel Highline,90000 km - 100000 km,1500 cc - 1600 cc,20 kmpl - 25 kmpl
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,Ford,Figo,Aspire 1.2 Ti-VCT Trend,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Ford Figo Diesel LXI,2011,160000,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5.0,Ford,Figo,Diesel LXI,110000 km - 120000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti,Swift,VXI Optional,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,5.0,Maruti,Wagon,R AMT VXI,40000 km - 50000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Hyundai i20 Magna 1.2,2016,550000,14000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,Hyundai,i20,Magna 1.2,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,Maruti,800,Std,30000 km - 40000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Maruti Ritz VDi,2010,220000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5.0,Maruti,Ritz,VDi,110000 km - 120000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Magna,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44,999,75.0,5.0,Volkswagen,Ameo,1.0 MPI Trendline,10000 km - 20000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,Hyundai,Grand,i10 Sportz,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,Maruti,Swift,Dzire VXI,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1,1197,82.0,5.0,Hyundai,Xcent,1.2 Kappa S,40000 km - 50000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0,1493,100.0,5.0,Honda,City,1.5 EXI,110000 km - 120000 km,1400 cc - 1500 cc,10 kmpl - 15 kmpl
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5.0,Toyota,Corolla,Altis Diesel D4DG,50000 km - 60000 km,1300 cc - 1400 cc,20 kmpl - 25 kmpl
Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5.0,Daewoo,Matiz,SD,50000 km - 60000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982,168.5,7.0,Toyota,Fortuner,4x2 Manual,20000 km - 30000 km,nan,10 kmpl - 15 kmpl
Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,Mahindra,KUV,100 mFALCON G80 K8,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Tata,Zest,Quadrajet 1.3 75PS XM,80000 km - 90000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5.0,Honda,City,1.5 S MT,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5.0,Maruti,Zen,LXI,80000 km - 90000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Maruti,Wagon,R VXI BS IV with ABS,120000 km - 130000 km,900 cc - 1000 cc,15 kmpl - 20 kmpl
Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599,103.2,5.0,Hyundai,Verna,Transform SX VTVT,90000 km - 100000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5.0,Maruti,Swift,Dzire VXI,50000 km - 60000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341,83.0,5.0,Hyundai,Getz,GLS,80000 km - 90000 km,1300 cc - 1400 cc,15 kmpl - 20 kmpl
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Hyundai,Elite,i20 Sportz Plus BSIV,0 km - 10000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Maruti,Ciaz,1.3 Alpha,30000 km - 40000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tata,Tigor,1.2 Revotron XZ,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,60000 km - 70000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,Honda,City,i VTEC S,40000 km - 50000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5.0,Honda,Brio,S MT,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Maruti,Wagon,R LXI CNG,40000 km - 50000 km,900 cc - 1000 cc,25 kmpl - 30 kmpl
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Maruti,Swift,Dzire VXI,40000 km - 50000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,Hyundai,i20,Sportz 1.2,60000 km - 70000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Maruti,Wagon,R AMT VXI,30000 km - 40000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Maruti,Swift,Dzire VXI 1.2,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Maruti,Alto,800 LXI,10000 km - 20000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5.0,Maruti,Swift,Dzire AMT VXI BS IV,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Maruti,Swift,VXI Optional,10000 km - 20000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7.0,Tata,Hexa,XE,10000 km - 20000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,Hyundai,i20,Magna,30000 km - 40000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Maruti,Swift,Dzire VDI,40000 km - 50000 km,1200 cc - 1300 cc,25 kmpl - 30 kmpl
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti,Wagon,R VXI BS IV,50000 km - 60000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5.0,Toyota,Corolla,Altis 1.8 VL AT,90000 km - 100000 km,1700 cc - 1800 cc,10 kmpl - 15 kmpl
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5.0,Honda,Brio,S MT,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Maruti,Baleno,Alpha Automatic,0 km - 10000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Tata,Safari,Storme EX,50000 km - 60000 km,2100 cc - 2200 cc,10 kmpl - 15 kmpl
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Maruti,Alto,LXi,20000 km - 30000 km,700 cc - 800 cc,15 kmpl - 20 kmpl
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT,20000 km - 30000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5.0,Datsun,GO,T BSIV,70000 km - 80000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Maruti,Vitara,Brezza VDi Option,70000 km - 80000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Hyundai,Xcent,1.2 VTVT SX,30000 km - 40000 km,1100 cc - 1200 cc,20 kmpl - 25 kmpl
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Maruti,Alto,800 LXI,30000 km - 40000 km,700 cc - 800 cc,20 kmpl - 25 kmpl
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,5.0,Hyundai,i20,1.2 Sportz,90000 km - 100000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Tata,Zest,Revotron 1.2 XT,50000 km - 60000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5.0,Nissan,Sunny,XL,30000 km - 40000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5.0,Ford,EcoSport,1.5 Petrol Titanium Plus BSIV,10000 km - 20000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5.0,Nissan,Micra,Active XV S,70000 km - 80000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Maruti,Wagon,R LXI Optional,130000 km - 140000 km,900 cc - 1000 cc,20 kmpl - 25 kmpl
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,7.0,Mahindra,Ssangyong,Rexton RX5,60000 km - 70000 km,2600 cc - 2700 cc,10 kmpl - 15 kmpl
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7.0,Mahindra,Quanto,C8,110000 km - 120000 km,1400 cc - 1500 cc,15 kmpl - 20 kmpl
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Maruti,Ritz,LDi,100000 km - 110000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Hyundai,Creta,1.6 CRDi SX Plus Dual Tone,30000 km - 40000 km,1500 cc - 1600 cc,15 kmpl - 20 kmpl
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,Renault,KWID,RXT,40000 km - 50000 km,700 cc - 800 cc,25 kmpl - 30 kmpl
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Maruti,Ertiga,VDI,70000 km - 80000 km,1200 cc - 1300 cc,20 kmpl - 25 kmpl
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W4,120000 km - 130000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Maruti,Eeco,5 Seater AC BSIV,10000 km - 20000 km,1100 cc - 1200 cc,15 kmpl - 20 kmpl
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Hyundai,Santro,Xing GLS,70000 km - 80000 km,1000 cc - 1100 cc,15 kmpl - 20 kmpl
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,Hyundai,Accent,GLE,110000 km - 120000 km,1400 cc - 1500 cc,10 kmpl - 15 kmpl
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,Mahindra,XUV500,W8 2WD,110000 km - 120000 km,2100 cc - 2200 cc,15 kmpl - 20 kmpl
