brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,model,km_driven_binned,engine_binned,mileage_binned,max_power_binned
Toyota,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5.0,Corolla,60000-69999,1300-1399,20-24.990000000000002,80-99
Daewoo,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5.0,Matiz,60000-69999,700-799,15-19.990000000000002,40-59
Toyota,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0,2982,168.5,7.0,Fortuner,30000-39999,2900-2999,10-14.99,160-179
Mahindra,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,KUV,10000-19999,1100-1199,15-19.990000000000002,80-99
Tata,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5.0,Zest,90000-99999,1200-1299,20-24.990000000000002,60-79
Honda,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5.0,City,40000-49999,1400-1499,15-19.990000000000002,100-119
Maruti,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5.0,Zen,90000-99999,900-999,15-19.990000000000002,60-79
Maruti,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Wagon,120000-129999,900-999,15-19.990000000000002,60-79
Hyundai,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2,1599,103.2,5.0,Verna,100000-109999,1500-1599,15-19.990000000000002,100-119
Maruti,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5.0,Swift,60000-69999,1100-1199,20-24.990000000000002,80-99
Hyundai,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3,1341,83.0,5.0,Getz,80000-89999,1300-1399,15-19.990000000000002,80-99
Hyundai,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Elite,0-9999,1100-1199,15-19.990000000000002,80-99
Maruti,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,Ciaz,30000-39999,1200-1299,25-29.990000000000002,80-99
Tata,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,Tigor,10000-19999,1100-1199,20-24.990000000000002,80-99
Maruti,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,70000-79999,1200-1299,20-24.990000000000002,80-99
Honda,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,City,50000-59999,1400-1499,15-19.990000000000002,100-119
Honda,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5.0,Brio,60000-69999,1100-1199,15-19.990000000000002,80-99
Maruti,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5.0,Wagon,50000-59999,900-999,25-29.990000000000002,40-59
Maruti,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Swift,50000-59999,1100-1199,20-24.990000000000002,80-99
Hyundai,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5.0,i20,70000-79999,1100-1199,15-19.990000000000002,80-99
Maruti,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,Wagon,30000-39999,900-999,20-24.990000000000002,60-79
Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Maruti,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,Alto,20000-29999,700-799,20-24.990000000000002,40-59
Maruti,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5.0,Swift,0-9999,1100-1199,20-24.990000000000002,80-99
Maruti,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Tata,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7.0,Hexa,10000-19999,2100-2199,15-19.990000000000002,140-159
Hyundai,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,i20,30000-39999,1100-1199,15-19.990000000000002,80-99
Maruti,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,Swift,50000-59999,1200-1299,25-29.990000000000002,60-79
Maruti,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,60000-69999,900-999,20-24.990000000000002,60-79
Toyota,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5.0,Corolla,100000-109999,1700-1799,10-14.99,120-139
Honda,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5.0,Brio,60000-69999,1100-1199,15-19.990000000000002,80-99
Maruti,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Baleno,0-9999,1100-1199,20-24.990000000000002,80-99
Tata,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,Safari,60000-69999,2100-2199,10-14.99,140-159
Maruti,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,20000-29999,700-799,15-19.990000000000002,40-59
Renault,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,30000-39999,700-799,25-29.990000000000002,40-59
Datsun,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5.0,GO,80000-89999,1100-1199,20-24.990000000000002,60-79
Maruti,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,Vitara,70000-79999,1200-1299,20-24.990000000000002,80-99
Hyundai,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,Xcent,30000-39999,1100-1199,20-24.990000000000002,80-99
Maruti,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,Alto,40000-49999,700-799,20-24.990000000000002,40-59
Hyundai,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,5.0,i20,90000-99999,1100-1199,15-19.990000000000002,80-99
Tata,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Zest,60000-69999,1100-1199,15-19.990000000000002,80-99
Nissan,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5.0,Sunny,30000-39999,1400-1499,15-19.990000000000002,80-99
Ford,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5.0,EcoSport,10000-19999,1400-1499,15-19.990000000000002,120-139
Nissan,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5.0,Micra,80000-89999,1100-1199,15-19.990000000000002,60-79
Maruti,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,140000-149999,900-999,20-24.990000000000002,60-79
Mahindra,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,7.0,Ssangyong,70000-79999,2600-2699,10-14.99,160-179
Mahindra,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7.0,Quanto,120000-129999,1400-1499,15-19.990000000000002,100-119
Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5.0,Ritz,110000-119999,1200-1299,20-24.990000000000002,60-79
Hyundai,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,Creta,30000-39999,1500-1599,15-19.990000000000002,120-139
Renault,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,40000-49999,700-799,25-29.990000000000002,40-59
Maruti,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,Ertiga,80000-89999,1200-1299,20-24.990000000000002,80-99
Mahindra,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,XUV500,120000-129999,2100-2199,15-19.990000000000002,140-159
Maruti,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,Eeco,10000-19999,1100-1199,15-19.990000000000002,60-79
Hyundai,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5.0,Santro,70000-79999,1000-1099,15-19.990000000000002,60-79
Hyundai,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,Accent,120000-129999,1400-1499,10-14.99,80-99
Mahindra,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,XUV500,120000-129999,2100-2199,15-19.990000000000002,140-159
Toyota,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,7.0,Innova,70000-79999,2400-2499,10-14.99,100-119
Maruti,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,70000-79999,1200-1299,20-24.990000000000002,60-79
Honda,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,5.0,Amaze,10000-19999,1100-1199,15-19.990000000000002,80-99
Hyundai,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,i10,50000-59999,1100-1199,20-24.990000000000002,60-79
Maruti,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,Swift,120000-129999,1200-1299,20-24.990000000000002,60-79
Maruti,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,Ertiga,70000-79999,1200-1299,20-24.990000000000002,80-99
Hyundai,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,5.0,Getz,120000-129999,1300-1399,10-14.99,80-99
Hyundai,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5.0,i20,100000-109999,1100-1199,15-19.990000000000002,80-99
Maruti,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5.0,Swift,100000-109999,1100-1199,20-24.990000000000002,80-99
Tata,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5.0,Indica,160000-169999,1400-1499,15-19.990000000000002,60-79
Hyundai,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,i20,30000-39999,1300-1399,20-24.990000000000002,80-99
Maruti,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,5.0,Ignis,70000-79999,1200-1299,25-29.990000000000002,60-79
Tata,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7.0,Hexa,50000-59999,2100-2199,15-19.990000000000002,140-159
Mahindra,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8.0,Marazzo,40000-49999,1400-1499,15-19.990000000000002,120-139
Hyundai,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5.0,Verna,90000-99999,1500-1599,20-24.990000000000002,120-139
Maruti,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,Swift,150000-159999,1200-1299,20-24.990000000000002,60-79
Maruti,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Honda,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,City,50000-59999,1400-1499,25-29.990000000000002,80-99
Maruti,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Swift,110000-119999,1200-1299,15-19.990000000000002,60-79
Hyundai,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5.0,Xcent,0-9999,1100-1199,25-29.990000000000002,60-79
Toyota,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,7.0,Fortuner,180000-189999,2900-2999,10-14.99,160-179
Tata,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tiago,70000-79999,1000-1099,25-29.990000000000002,60-79
Nissan,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5.0,Sunny,90000-99999,1400-1499,15-19.990000000000002,80-99
Hyundai,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,Elite,0-9999,1100-1199,15-19.990000000000002,80-99
Maruti,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Toyota,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7.0,Innova,120000-129999,2400-2499,10-14.99,100-119
Mahindra,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6.0,Thar,30000-39999,2400-2499,15-19.990000000000002,100-119
Maruti,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5.0,Swift,190000-199999,1200-1299,15-19.990000000000002,60-79
Maruti,2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Swift,80000-89999,1100-1199,20-24.990000000000002,80-99
Datsun,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5.0,GO,40000-49999,1100-1199,15-19.990000000000002,60-79
Hyundai,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5.0,i20,70000-79999,1300-1399,20-24.990000000000002,80-99
Mahindra,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9.0,Scorpio,120000-129999,2100-2199,10-14.99,120-139
Tata,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7.0,Sumo,70000-79999,2900-2999,10-14.99,60-79
Tata,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5.0,Tiago,120000-129999,1000-1099,25-29.990000000000002,60-79
Tata,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,Zest,40000-49999,1100-1199,15-19.990000000000002,80-99
Hyundai,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5.0,Accent,90000-99999,1400-1499,10-14.99,80-99
Honda,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5.0,Brio,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5.0,Grand,60000-69999,1100-1199,15-19.990000000000002,80-99
Tata,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5.0,Manza,60000-69999,1200-1299,20-24.990000000000002,80-99
Maruti,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,40000-49999,700-799,15-19.990000000000002,40-59
Tata,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7.0,New,80000-89999,2100-2199,10-14.99,120-139
Mahindra,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Bolero,170000-179999,2500-2599,10-14.99,60-79
Mahindra,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7.0,Bolero,200000-209999,2500-2599,10-14.99,60-79
Mercedes-Benz,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5.0,GL-Class,0-9999,2100-2199,15-19.990000000000002,160-179
Maruti,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8.0,Omni,30000-39999,700-799,15-19.990000000000002,20-39
Hyundai,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,Grand,30000-39999,1100-1199,15-19.990000000000002,80-99
Hyundai,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,i10,50000-59999,1100-1199,15-19.990000000000002,60-79
Maruti,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Swift,20000-29999,1100-1199,20-24.990000000000002,80-99
Hyundai,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5.0,i10,20000-29999,1100-1199,15-19.990000000000002,60-79
Maruti,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,Swift,50000-59999,1100-1199,15-19.990000000000002,80-99
Mahindra,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,Bolero,120000-129999,2500-2599,15-19.990000000000002,60-79
Hyundai,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5.0,Verna,70000-79999,1500-1599,15-19.990000000000002,120-139
Hyundai,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5.0,i20,50000-59999,1100-1199,15-19.990000000000002,80-99
Maruti,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,Baleno,10000-19999,1100-1199,20-24.990000000000002,80-99
Hyundai,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5.0,i20,70000-79999,1100-1199,15-19.990000000000002,80-99
Maruti,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,Alto,90000-99999,700-799,15-19.990000000000002,40-59
Maruti,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,Swift,20000-29999,1200-1299,25-29.990000000000002,60-79
Maruti,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Swift,70000-79999,1100-1199,15-19.990000000000002,80-99
Hyundai,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5.0,Grand,80000-89999,1100-1199,20-24.990000000000002,60-79
Maruti,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5.0,Swift,70000-79999,1100-1199,15-19.990000000000002,80-99
Chevrolet,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,Beat,60000-69999,1100-1199,15-19.990000000000002,60-79
Tata,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5.0,Tigor,10000-19999,1100-1199,20-24.990000000000002,80-99
Maruti,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,800,80000-89999,700-799,15-19.990000000000002,20-39
Honda,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,City,30000-39999,1400-1499,25-29.990000000000002,80-99
Honda,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,City,30000-39999,1400-1499,25-29.990000000000002,80-99
Maruti,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7.0,Ertiga,90000-99999,1300-1399,15-19.990000000000002,80-99
Nissan,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5.0,Terrano,80000-89999,1400-1499,15-19.990000000000002,100-119
Honda,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5.0,City,120000-129999,1400-1499,15-19.990000000000002,100-119
Renault,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,KWID,40000-49999,700-799,25-29.990000000000002,40-59
Toyota,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8.0,Innova,160000-169999,2400-2499,10-14.99,100-119
Maruti,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,Wagon,40000-49999,900-999,20-24.990000000000002,60-79
Hyundai,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5.0,Creta,20000-29999,1300-1399,20-24.990000000000002,80-99
Tata,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,Tiago,20000-29999,1100-1199,20-24.990000000000002,80-99
Hyundai,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5.0,Grand,20000-29999,1100-1199,20-24.990000000000002,60-79
Maruti,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,Baleno,50000-59999,1100-1199,20-24.990000000000002,80-99
Maruti,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5.0,Swift,50000-59999,1200-1299,15-19.990000000000002,80-99
Maruti,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5.0,Swift,120000-129999,1100-1199,15-19.990000000000002,80-99
Maruti,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,Swift,50000-59999,1100-1199,20-24.990000000000002,80-99
Hyundai,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5.0,i20,80000-89999,1100-1199,15-19.990000000000002,80-99
Maruti,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,Zen,60000-69999,900-999,15-19.990000000000002,60-79
Maruti,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,Celerio,30000-39999,900-999,20-24.990000000000002,60-79
Toyota,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,Innova,120000-129999,2400-2499,10-14.99,100-119
Maruti,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5.0,Ritz,180000-189999,1200-1299,20-24.990000000000002,60-79
Nissan,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Micra,50000-59999,1400-1499,20-24.990000000000002,60-79
Maruti,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,Zen,100000-109999,900-999,15-19.990000000000002,60-79
Hyundai,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5.0,Verna,50000-59999,1500-1599,15-19.990000000000002,120-139
Maruti,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5.0,Zen,80000-89999,900-999,15-19.990000000000002,60-79
Maruti,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,Alto,80000-89999,700-799,15-19.990000000000002,40-59
Maruti,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,Swift,90000-99999,1200-1299,15-19.990000000000002,60-79
Maruti,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5.0,A-Star,160000-169999,900-999,15-19.990000000000002,60-79
Maruti,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7.0,Ertiga,110000-119999,1200-1299,20-24.990000000000002,80-99
Maruti,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5.0,Swift,120000-129999,1200-1299,15-19.990000000000002,60-79
Nissan,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5.0,Micra,40000-49999,1400-1499,20-24.990000000000002,60-79
Maruti,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,Wagon,90000-99999,900-999,15-19.990000000000002,60-79
